# Run Loss
6.896000000000000000e+04 2.482255846261978149e-01
6.908800000000000000e+04 2.209962606430053711e-01
6.921600000000000000e+04 2.041507661342620850e-01
6.934400000000000000e+04 2.587432563304901123e-01
6.947200000000000000e+04 2.103701680898666382e-01
6.960000000000000000e+04 1.662982404232025146e-01
6.972800000000000000e+04 1.254373639822006226e-01
6.985600000000000000e+04 1.772968322038650513e-01
6.998400000000000000e+04 1.167241781949996948e-01
7.011200000000000000e+04 1.457914263010025024e-01
7.024000000000000000e+04 1.955776363611221313e-01
7.036800000000000000e+04 2.256226837635040283e-01
7.049600000000000000e+04 1.473052054643630981e-01
7.062400000000000000e+04 2.866138517856597900e-01
7.075200000000000000e+04 1.936150640249252319e-01
7.088000000000000000e+04 2.854852974414825439e-01
7.100800000000000000e+04 1.541793495416641235e-01
7.113600000000000000e+04 1.358668208122253418e-01
7.126400000000000000e+04 2.449641078710556030e-01
7.139200000000000000e+04 1.728552728891372681e-01
7.152000000000000000e+04 1.509312838315963745e-01
7.164800000000000000e+04 2.278619706630706787e-01
7.177600000000000000e+04 2.253328114748001099e-01
7.190400000000000000e+04 1.510765105485916138e-01
7.203200000000000000e+04 2.077755481004714966e-01
7.216000000000000000e+04 1.065708771347999573e-01
7.228800000000000000e+04 2.798196971416473389e-01
7.241600000000000000e+04 1.411835402250289917e-01
7.254400000000000000e+04 2.578891515731811523e-01
7.267200000000000000e+04 1.956131905317306519e-01
7.280000000000000000e+04 1.861307024955749512e-01
7.292800000000000000e+04 1.172111555933952332e-01
7.305600000000000000e+04 1.590193808078765869e-01
7.318400000000000000e+04 1.653749197721481323e-01
7.331200000000000000e+04 9.027497470378875732e-02
7.344000000000000000e+04 1.216073930263519287e-01
7.356800000000000000e+04 1.871917843818664551e-01
7.369600000000000000e+04 8.545457571744918823e-02
7.382400000000000000e+04 1.463556587696075439e-01
7.395200000000000000e+04 1.128197014331817627e-01
7.408000000000000000e+04 2.225442677736282349e-01
7.420800000000000000e+04 1.500370353460311890e-01
